# Program:featureCounts v1.5.0-p3; Command:"/grp/gf/bin/bpucker/featureCounts/subread-1.5.0-p3-Linux-x86_64/bin/featureCounts" "-t" "gene" "-g" "old_locus_tag" "-a" "/vol/cluster-data/bpucker/nadja/ATCC13032.gff" "-o" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel.count_table.txt" "/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/vol/cluster-data/bpucker/nadja/results/WT_delcrtR_dunkel/Aligned.sortedByCoord.out.bam
cg2836	NC_006958.1	2696146	2697030	-	885	1454
cg2837	NC_006958.1	2697052	2698248	-	1197	1654
cgtRNA_3583	NC_006958.1	2698749	2698822	-	74	572
cgtRNA_3584	NC_006958.1	2698861	2698936	-	76	702
cg2838	NC_006958.1	2699067	2699804	-	738	209
cg2839	NC_006958.1	2699875	2700696	-	822	134
cgtRNA_3585	NC_006958.1	2700806	2700878	-	73	18
cg2840	NC_006958.1	2701046	2702554	-	1509	24374
cg2841	NC_006958.1	2703047	2704192	+	1146	759
cg2842	NC_006958.1	2704307	2705041	+	735	612
cg2843	NC_006958.1	2705123	2705896	-	774	124
cg2844	NC_006958.1	2705932	2706855	-	924	95
cg2845	NC_006958.1	2706870	2707937	-	1068	93
cg2846	NC_006958.1	2708082	2709209	-	1128	367
cg2847	NC_006958.1	2709504	2710382	-	879	969
cg2848	NC_006958.1	2710442	2711227	+	786	187
cg2849	NC_006958.1	2711224	2712342	-	1119	897
cg2850	NC_006958.1	2712341	2713030	+	690	841
cg2851	NC_006958.1	2713304	2714248	-	945	553
cg2852	NC_006958.1	2714328	2715458	+	1131	3160
cg2853	NC_006958.1	2715680	2715895	+	216	3392
cg2854	NC_006958.1	2716287	2717897	-	1611	3
cg2856	NC_006958.1	2718186	2719262	-	1077	2745
cg2857	NC_006958.1	2719388	2720899	-	1512	2119
cg2859	NC_006958.1	2720988	2721365	-	378	153
cg2860	NC_006958.1	2721403	2722422	+	1020	1575
cg2861	NC_006958.1	2722467	2723231	-	765	1391
cg2862	NC_006958.1	2723332	2725620	-	2289	7573
cg2863	NC_006958.1	2725632	2726303	-	672	2455
cg2865	NC_006958.1	2726300	2726545	-	246	1075
cg2867	NC_006958.1	2726633	2727112	-	480	900
cg2868	NC_006958.1	2727300	2730050	+	2751	225
cg2869	NC_006958.1	2730434	2731123	-	690	39
cg2870	NC_006958.1	2731168	2732508	-	1341	357
cg2873	NC_006958.1	2732837	2734957	-	2121	1352
cg2874	NC_006958.1	2735090	2735983	-	894	2033
cg2876	NC_006958.1	2736810	2738240	-	1431	1531
cg2877	NC_006958.1	2738284	2739393	-	1110	1606
cg2878	NC_006958.1	2739464	2740729	-	1266	2445
cg2880	NC_006958.1	2740895	2741305	+	411	579
cg2883	NC_006958.1	2741649	2742404	-	756	96
cg2884	NC_006958.1	2742462	2743907	-	1446	24
cg2885	NC_006958.1	2744023	2745294	+	1272	9
cg2886	NC_006958.1	2745298	2745972	+	675	29
cg2887	NC_006958.1	2745950	2747407	-	1458	988
cg2888	NC_006958.1	2747416	2748123	-	708	981
cg2889	NC_006958.1	2748243	2748998	-	756	217
cg2890	NC_006958.1	2749046	2750077	-	1032	587
cg2891	NC_006958.1	2750074	2751813	-	1740	2099
cg2893	NC_006958.1	2752274	2753758	+	1485	49
cg2894	NC_006958.1	2753748	2754281	+	534	63
cg2895	NC_006958.1	2754305	2755627	+	1323	445
cg2896	NC_006958.1	2755646	2757790	-	2145	667
cg2898	NC_006958.1	2757962	2758924	-	963	72
cg2899	NC_006958.1	2758957	2759664	-	708	149
cg2900	NC_006958.1	2760062	2761024	-	963	1509
cg2901	NC_006958.1	2761091	2761906	+	816	328
cg2902	NC_006958.1	2761893	2762708	-	816	4427
cg2903	NC_006958.1	2762783	2763214	-	432	217
cg2904	NC_006958.1	2763461	2763862	+	402	46
cgtRNA_3586	NC_006958.1	2764068	2764143	-	76	184
cg2905	NC_006958.1	2764291	2765760	+	1470	671
cg2906	NC_006958.1	2765840	2766169	+	330	1275
cg2907	NC_006958.1	2766182	2767639	+	1458	1389
cg2908	NC_006958.1	2767636	2768124	+	489	299
cg2909	NC_006958.1	2768179	2768949	+	771	1387
cg2910	NC_006958.1	2768982	2770064	-	1083	953
cg2911	NC_006958.1	2770135	2771118	+	984	184
cg2912	NC_006958.1	2771129	2771821	+	693	111
cg2913	NC_006958.1	2771822	2772703	+	882	150
cg2914	NC_006958.1	2772901	2774346	+	1446	5
cg2915	NC_006958.1	2774422	2774625	+	204	2
cg2916	NC_006958.1	2774864	2776555	-	1692	11
cg2917	NC_006958.1	2776556	2777305	-	750	16
cg2918	NC_006958.1	2777380	2778000	-	621	2
cg2919	NC_006958.1	2777982	2778419	-	438	2
cg2922	NC_006958.1	2779905	2780561	-	657	130
cg2923	NC_006958.1	2780732	2781673	-	942	1562
cg2924	NC_006958.1	2781705	2783087	-	1383	2774
cg2925	NC_006958.1	2783130	2785115	-	1986	5287
cg2927	NC_006958.1	2785266	2786555	-	1290	1545
cg2928	NC_006958.1	2786585	2787346	-	762	479
cg2929	NC_006958.1	2787387	2788553	-	1167	144
cg2931	NC_006958.1	2788767	2789705	+	939	53
cg2932	NC_006958.1	2789718	2790629	+	912	147
cg2933	NC_006958.1	2790672	2791370	+	699	98
cg2935	NC_006958.1	2791656	2792873	-	1218	116
cg2936	NC_006958.1	2792863	2793585	-	723	220
cg2937	NC_006958.1	2793893	2795503	+	1611	228
cg2938	NC_006958.1	2795684	2796649	+	966	71
cg2939	NC_006958.1	2796650	2798653	+	2004	198
cg2940	NC_006958.1	2798650	2799468	+	819	80
cg2941	NC_006958.1	2799521	2800144	-	624	35
cg2942	NC_006958.1	2800216	2800716	+	501	65
cg2943	NC_006958.1	2800764	2801126	-	363	105
cg2944	NC_006958.1	2801210	2801692	-	483	372
cg2945	NC_006958.1	2801685	2802455	-	771	716
cg2946	NC_006958.1	2802462	2803058	-	597	1223
cg2947	NC_006958.1	2803366	2804091	+	726	139
cg2948	NC_006958.1	2804088	2805206	+	1119	112
cg2949	NC_006958.1	2805394	2805978	+	585	3451
cg2950	NC_006958.1	2806099	2807493	+	1395	160
cg2951	NC_006958.1	2807497	2808597	+	1101	692
cg2952	NC_006958.1	2808589	2809224	-	636	1811
cg2953	NC_006958.1	2809354	2810808	-	1455	1719
cg2954	NC_006958.1	2811262	2811885	-	624	3121
cg2955	NC_006958.1	2811952	2812833	+	882	198
cg2956	NC_006958.1	2812871	2814028	+	1158	888
cg2958	NC_006958.1	2814384	2815160	+	777	6607
cg2960	NC_006958.1	2815802	2816545	+	744	222
cg2962	NC_006958.1	2816737	2817030	-	294	171
cg2963	NC_006958.1	2817471	2820248	-	2778	6894
cg2964	NC_006958.1	2820537	2821970	+	1434	1598
cg2965	NC_006958.1	2822077	2823090	+	1014	333
cg2966	NC_006958.1	2823243	2825126	+	1884	255
cg2968	NC_006958.1	2825325	2827043	+	1719	654
cg2969	NC_006958.1	2827077	2829020	+	1944	794
cg2970	NC_006958.1	2829103	2830827	+	1725	564
cg2971	NC_006958.1	2830918	2832363	-	1446	147
cg2973	NC_006958.1	2832500	2833453	-	954	29
cg2974	NC_006958.1	2833810	2835390	-	1581	2396
cg2975	NC_006958.1	2835437	2836237	-	801	363
cg2976	NC_006958.1	2836234	2836929	-	696	406
cg2977	NC_006958.1	2836929	2837678	-	750	1019
cg2978	NC_006958.1	2837689	2838156	-	468	257
cg2979	NC_006958.1	2838172	2838651	-	480	510
cg2981	NC_006958.1	2838651	2839043	-	393	460
cg2982	NC_006958.1	2839036	2839890	-	855	944
cg2983	NC_006958.1	2839891	2840496	-	606	1073
cg2984	NC_006958.1	2840474	2843035	-	2562	4955
cg2985	NC_006958.1	2843168	2843752	-	585	974
cg2986	NC_006958.1	2843804	2844748	-	945	116
cg2987	NC_006958.1	2844750	2846033	-	1284	349
cg2988	NC_006958.1	2846234	2846710	+	477	1777
cg2990	NC_006958.1	2847210	2848751	-	1542	526
cg2991	NC_006958.1	2848739	2849164	-	426	219
cg2992	NC_006958.1	2849175	2849588	-	414	371
cg2993	NC_006958.1	2849585	2850085	-	501	378
cg2994	NC_006958.1	2850082	2850693	-	612	911
cg2996	NC_006958.1	2850760	2851011	-	252	1
cg2995	NC_006958.1	2850900	2851166	-	267	0
cg2999	NC_006958.1	2851783	2853018	-	1236	802
cg3000	NC_006958.1	2853273	2853563	+	291	338
cg3001	NC_006958.1	2853852	2854298	+	447	345
cg3003	NC_006958.1	2854306	2858193	+	3888	1249
cg3004	NC_006958.1	2858240	2859805	-	1566	178
cg3007	NC_006958.1	2860221	2861120	-	900	2604
cg3008	NC_006958.1	2861249	2861386	-	138	21612
cg3011	NC_006958.1	2862202	2863848	-	1647	10338
cg3012	NC_006958.1	2864056	2864238	-	183	48
cg3013	NC_006958.1	2864235	2865446	-	1212	583
cg3014	NC_006958.1	2865443	2866408	-	966	579
cg3015	NC_006958.1	2866405	2868390	-	1986	944
cg3016	NC_006958.1	2868377	2870833	-	2457	1494
cg3017	NC_006958.1	2870833	2873634	-	2802	2276
cg3018	NC_006958.1	2873635	2877228	-	3594	2603
cg3019	NC_006958.1	2877269	2879950	-	2682	1004
cg3020	NC_006958.1	2879944	2880558	-	615	332
cg3021	NC_006958.1	2880823	2882196	+	1374	2081
cg3022	NC_006958.1	2882539	2883099	+	561	559
cg3024	NC_006958.1	2883480	2886539	+	3060	2229
cg3025	NC_006958.1	2886543	2887034	+	492	380
cg3026	NC_006958.1	2887027	2888727	+	1701	890
cg3027	NC_006958.1	2888724	2889233	+	510	180
cg3028	NC_006958.1	2889237	2889512	+	276	77
cg3029	NC_006958.1	2889513	2889893	+	381	175
cg3030	NC_006958.1	2890329	2890928	-	600	466
cg3031	NC_006958.1	2890935	2892065	-	1131	1326
cg3032	NC_006958.1	2892124	2892789	-	666	986
cg3033	NC_006958.1	2892795	2893007	-	213	43
cg3034	NC_006958.1	2893023	2893604	+	582	645
cg3035	NC_006958.1	2893594	2894601	+	1008	313
cg3036	NC_006958.1	2894628	2895419	+	792	592
cg3037	NC_006958.1	2895426	2896928	+	1503	243
cg3038	NC_006958.1	2897259	2898455	-	1197	144
cg3039	NC_006958.1	2898849	2900015	+	1167	725
cg3040	NC_006958.1	2900012	2900854	-	843	493
cg3041	NC_006958.1	2900856	2901614	-	759	389
cg3042	NC_006958.1	2901607	2902539	-	933	752
cg3043	NC_006958.1	2902561	2903055	-	495	253
cg3044	NC_006958.1	2903175	2904647	+	1473	1088
cg3045	NC_006958.1	2904648	2905682	+	1035	461
cg3046	NC_006958.1	2905672	2908140	+	2469	507
cg3047	NC_006958.1	2908620	2909813	-	1194	1668
cg3048	NC_006958.1	2909813	2911198	-	1386	1442
cg3049	NC_006958.1	2911711	2913078	+	1368	2849
cg3050	NC_006958.1	2913213	2913761	+	549	978
cg3051	NC_006958.1	2913750	2914760	-	1011	797
cg3053	NC_006958.1	2915912	2916313	-	402	280
cg3054	NC_006958.1	2916315	2917541	-	1227	1003
cg3057	NC_006958.1	2918942	2919832	-	891	1460
cg3058	NC_006958.1	2920001	2920897	-	897	99
cg3059	NC_006958.1	2920894	2921192	-	299	148
cg3060	NC_006958.1	2921352	2922494	-	1143	1055
cg3061	NC_006958.1	2922568	2923188	-	621	595
cg3063	NC_006958.1	2923737	2925029	-	1293	2654
cg3065	NC_006958.1	2925149	2926000	+	852	166
cg3066	NC_006958.1	2926015	2926281	+	267	161
cg3067	NC_006958.1	2926278	2927447	-	1170	579
cg3068	NC_006958.1	2927544	2928578	-	1035	10396
cg3069	NC_006958.1	2928826	2930043	-	1218	2149
cg3070	NC_006958.1	2930133	2930804	-	672	534
cg3071	NC_006958.1	2930788	2931342	-	555	692
cg3072	NC_006958.1	2931442	2932779	-	1338	1191
cg3073	NC_006958.1	2932823	2933647	-	825	111
cg3074	NC_006958.1	2933771	2934493	-	723	158
cg3075	NC_006958.1	2934648	2936027	+	1380	219
cg3078	NC_006958.1	2936501	2936902	-	402	231
cg3079	NC_006958.1	2936909	2939467	-	2559	1430
cg3080	NC_006958.1	2939761	2941110	-	1350	100
cg3082	NC_006958.1	2941754	2942098	+	345	17
cg3083	NC_006958.1	2942095	2943117	+	1023	84
cg3084	NC_006958.1	2943140	2944312	+	1173	54
cg3085	NC_006958.1	2944323	2945366	+	1044	558
cg3086	NC_006958.1	2945363	2946511	-	1149	162
cg3087	NC_006958.1	2946533	2947102	-	570	57
cg3088	NC_006958.1	2947267	2947509	+	243	32
cg3089	NC_006958.1	2947506	2947691	+	186	14
cg3090	NC_006958.1	2947773	2948900	+	1128	371
cg3091	NC_006958.1	2948860	2949669	+	810	313
cg3092	NC_006958.1	2949926	2951083	+	1158	727
cg3093	NC_006958.1	2951150	2951950	-	801	550
cg3094	NC_006958.1	2952043	2952288	+	246	3
cg3095	NC_006958.1	2952288	2953424	+	1137	322
cg3096	NC_006958.1	2953484	2955004	-	1521	15207
cg3097	NC_006958.1	2955326	2955766	-	441	587
cg3098	NC_006958.1	2955798	2956985	-	1188	1704
cg3099	NC_006958.1	2957190	2957846	-	657	2704
cg3100	NC_006958.1	2957847	2959703	-	1857	9772
cg3101	NC_006958.1	2960043	2961473	+	1431	2269
cg3102	NC_006958.1	2961517	2962077	-	561	233
cg3103	NC_006958.1	2962149	2963255	-	1107	128
cg3104	NC_006958.1	2963257	2966592	-	3336	322
cg3105	NC_006958.1	2966589	2967227	-	639	45
cg3106	NC_006958.1	2967224	2968711	-	1488	214
cg3107	NC_006958.1	2969050	2970087	-	1038	14910
cg4002	NC_006958.1	2970457	2970675	+	219	16
cg3109	NC_006958.1	2970784	2970993	-	210	15
cg3110	NC_006958.1	2970994	2971185	+	192	20
cg3112	NC_006958.1	2971831	2972760	-	930	746
cg3113	NC_006958.1	2972781	2973506	-	726	932
cg3114	NC_006958.1	2973544	2974845	-	1302	1907
cg3115	NC_006958.1	2974845	2975759	-	915	1472
cg3116	NC_006958.1	2975756	2976541	-	786	1554
cg3118	NC_006958.1	2976783	2978468	-	1686	5787
cg3119	NC_006958.1	2978851	2980224	+	1374	4632
cg3120	NC_006958.1	2980321	2981685	+	1365	983
cg3121	NC_006958.1	2981756	2981962	-	207	154
cg3122	NC_006958.1	2982052	2982468	-	417	260
cg3125	NC_006958.1	2983013	2984545	-	1533	206
cg3126	NC_006958.1	2984545	2985111	-	567	82
cg3127	NC_006958.1	2985111	2986115	-	1005	115
cg3128	NC_006958.1	2986409	2987143	-	735	93
cg3129	NC_006958.1	2987140	2987862	-	723	101
cg3130	NC_006958.1	2987922	2989133	+	1212	188
cg3131	NC_006958.1	2989130	2990455	-	1326	580
cg3132	NC_006958.1	2990790	2992529	+	1740	1125
cg3133	NC_006958.1	2992845	2993873	-	1029	170
cg3134	NC_006958.1	2993864	2994508	-	645	163
cg3135	NC_006958.1	2994511	2995263	-	753	319
cg3136	NC_006958.1	2995416	2996234	-	819	309
cg3137	NC_006958.1	2996301	2997206	-	906	263
cg3138	NC_006958.1	2997685	2998662	+	978	884
cg3139	NC_006958.1	2998667	2998861	+	195	56
cg3140	NC_006958.1	2998858	2999448	+	591	265
cg3141	NC_006958.1	2999445	3000605	-	1161	147
cg3142	NC_006958.1	3000867	3001472	+	606	254
cg3143	NC_006958.1	3001574	3002200	+	627	166
cg3144	NC_006958.1	3002187	3002780	-	594	52
cg3145	NC_006958.1	3002810	3003091	+	282	10
cg3146	NC_006958.1	3003005	3003367	-	363	29
cg3148	NC_006958.1	3003461	3003844	+	384	152
cg3149	NC_006958.1	3003975	3005288	+	1314	4070
cg3151	NC_006958.1	3005562	3007172	+	1611	188
cg3153	NC_006958.1	3007487	3008746	+	1260	714
cg3154	NC_006958.1	3008743	3010062	-	1320	1357
cg3155	NC_006958.1	3010148	3010717	-	570	1690
cgtRNA_3587	NC_006958.1	3010857	3010930	+	74	4
cg3156	NC_006958.1	3011478	3012251	+	774	112
cg3157	NC_006958.1	3012296	3013987	-	1692	609
cg3158	NC_006958.1	3014051	3015208	-	1158	259
cg3159	NC_006958.1	3015300	3015746	+	447	502
cg3160	NC_006958.1	3015809	3016012	+	204	576
cg3161	NC_006958.1	3016062	3019097	+	3036	446
cg3162	NC_006958.1	3019102	3019299	+	198	23
cg3163	NC_006958.1	3019425	3020495	-	1071	185
cg3164	NC_006958.1	3020539	3021357	+	819	354
cg3165	NC_006958.1	3021364	3022788	+	1425	307
cg3166	NC_006958.1	3022759	3023862	-	1104	164
cg3167	NC_006958.1	3023909	3024499	+	591	141
cg3168	NC_006958.1	3024500	3025273	+	774	153
cg3169	NC_006958.1	3025365	3027197	-	1833	4947
cg3170	NC_006958.1	3028059	3029078	+	1020	106
cg3172	NC_006958.1	3029173	3029940	+	768	1047
cg3173	NC_006958.1	3029940	3030626	+	687	834
cg3174	NC_006958.1	3030634	3032952	+	2319	2608
cg3175	NC_006958.1	3032957	3034042	+	1086	291
cg3176	NC_006958.1	3034039	3034404	+	366	222
cg3177	NC_006958.1	3034683	3036233	-	1551	3402
cg3178	NC_006958.1	3036254	3041086	-	4833	9623
cg3179	NC_006958.1	3041446	3043308	-	1863	5580
cg3180	NC_006958.1	3043517	3044446	-	930	3496
cg3181	NC_006958.1	3044450	3044950	-	501	2092
cg3182	NC_006958.1	3044953	3046926	-	1974	11958
cg3185	NC_006958.1	3047383	3048756	+	1374	94
cg3186	NC_006958.1	3048843	3049868	-	1026	22681
cg3187	NC_006958.1	3050018	3052078	-	2061	1032
cg3189	NC_006958.1	3052156	3053154	-	999	1019
cg3190	NC_006958.1	3053151	3053657	-	507	529
cg3191	NC_006958.1	3053647	3055617	-	1971	1923
cg3192	NC_006958.1	3055869	3057269	+	1401	1052
cg3193	NC_006958.1	3057238	3057717	-	480	170
cg3194	NC_006958.1	3057727	3058401	-	675	218
cg3195	NC_006958.1	3058567	3060357	+	1791	14191
cg3196	NC_006958.1	3060404	3061609	-	1206	2223
cg3197	NC_006958.1	3061896	3063974	+	2079	10470
cg3198	NC_006958.1	3064064	3065593	-	1530	1325
cg3199	NC_006958.1	3065646	3066482	-	837	356
cg3200	NC_006958.1	3066479	3067357	-	879	870
cg3201	NC_006958.1	3067382	3068650	-	1269	2562
cg3202	NC_006958.1	3068797	3069597	+	801	671
cg3203	NC_006958.1	3069618	3070733	+	1116	866
cg3204	NC_006958.1	3070730	3071074	+	345	309
cg3205	NC_006958.1	3071084	3071185	-	102	46
cg3206	NC_006958.1	3071208	3071879	-	672	587
cg3207	NC_006958.1	3071882	3072829	-	948	155
cg3208	NC_006958.1	3072869	3074008	+	1140	305
cg3209	NC_006958.1	3074020	3074736	+	717	150
cg3212	NC_006958.1	3077233	3077562	+	330	692
cg3213	NC_006958.1	3077743	3079029	+	1287	120
cg3214	NC_006958.1	3079357	3080271	-	915	2310
cg3215	NC_006958.1	3080255	3081016	-	762	329
cg3216	NC_006958.1	3081438	3082829	+	1392	1486
cg3218	NC_006958.1	3083768	3085627	-	1860	783
cg3219	NC_006958.1	3085753	3086697	-	945	2777
cg3220	NC_006958.1	3086926	3088704	+	1779	95
cg3221	NC_006958.1	3088714	3089352	+	639	114
cg3223	NC_006958.1	3089386	3089931	+	546	602
cg3224	NC_006958.1	3089947	3090642	+	696	368
cg3225	NC_006958.1	3090643	3091431	+	789	116
cg3226	NC_006958.1	3091591	3092892	+	1302	1215
cg3227	NC_006958.1	3092927	3094189	+	1263	360
cg3228	NC_006958.1	3094387	3094623	+	237	61
cg3230	NC_006958.1	3094836	3095219	+	384	71
cg3231	NC_006958.1	3095296	3095436	-	141	16
cg3232	NC_006958.1	3095860	3097479	-	1620	60
cg3233	NC_006958.1	3097645	3098193	-	549	168
cg3234	NC_006958.1	3098201	3098605	-	405	88
cg3235	NC_006958.1	3098650	3098802	+	153	44
cg3236	NC_006958.1	3098799	3099452	-	654	505
cg3237	NC_006958.1	3099699	3100301	+	603	13774
cg3239	NC_006958.1	3100798	3101724	-	927	100
cg3240	NC_006958.1	3101799	3103049	+	1251	56
cg3242	NC_006958.1	3103164	3104705	+	1542	91
cg3243	NC_006958.1	3104812	3106326	-	1515	288
cg3244	NC_006958.1	3106422	3107057	+	636	1357
cg3245	NC_006958.1	3107082	3108548	-	1467	902
cg3246	NC_006958.1	3108604	3109062	+	459	190
cg3247	NC_006958.1	3109160	3109798	-	639	811
cg3248	NC_006958.1	3109897	3111231	-	1335	380
cg3249	NC_006958.1	3111230	3111781	+	552	104
cg3250	NC_006958.1	3111785	3111937	-	153	34
cg3251	NC_006958.1	3111938	3112762	-	825	628
cg3252	NC_006958.1	3112994	3114262	+	1269	629
cg3253	NC_006958.1	3114189	3114830	-	642	502
cg3254	NC_006958.1	3115013	3115276	-	264	1889
cg3255	NC_006958.1	3115758	3116663	-	906	7334
cg3256	NC_006958.1	3116800	3117789	-	990	1059
cg3258	NC_006958.1	3117968	3118936	+	969	63
cgr16	NC_006958.1	3119277	3119393	-	117	0
cgr18	NC_006958.1	3122979	3124515	-	1537	21
cg3260	NC_006958.1	3124673	3124882	-	210	2070
cg3261	NC_006958.1	3125146	3125511	-	366	120
cg3263	NC_006958.1	3125720	3127138	+	1419	1700
cg3264	NC_006958.1	3127198	3128073	-	876	2403
cg3265	NC_006958.1	3128124	3128279	+	156	224
cg3266	NC_006958.1	3128550	3129557	-	1008	48
cg3267	NC_006958.1	3129610	3130554	-	945	97
cg3269	NC_006958.1	3130783	3131037	-	255	17
cg3270	NC_006958.1	3131037	3131243	-	207	38
cg3272	NC_006958.1	3132385	3133107	-	723	180
cg3273	NC_006958.1	3133541	3133837	-	297	115
cg3274	NC_006958.1	3134027	3134245	-	219	42
cg3275	NC_006958.1	3134391	3134714	-	324	155
cg3277	NC_006958.1	3134986	3135321	-	336	320
cg3280	NC_006958.1	3136378	3137040	-	663	148
cg3281	NC_006958.1	3137093	3139312	-	2220	202
cg3284	NC_006958.1	3139754	3140953	-	1200	76
cg3285	NC_006958.1	3140950	3141672	-	723	37
cg3286	NC_006958.1	3142075	3142650	+	576	129
cg3287	NC_006958.1	3142721	3144202	+	1482	96
cg3290	NC_006958.1	3144923	3145843	-	921	11
cg3291	NC_006958.1	3146302	3146775	+	474	10
cg3292	NC_006958.1	3146931	3147167	+	237	80
cg3293	NC_006958.1	3147373	3147690	+	318	42
cg3295	NC_006958.1	3148334	3150211	+	1878	36
cg3296	NC_006958.1	3150393	3150611	-	219	3
cg3297	NC_006958.1	3150612	3150872	-	261	21
cg3299	NC_006958.1	3151416	3151790	-	375	3181
cg3300	NC_006958.1	3151976	3152182	+	207	1077
cg3301	NC_006958.1	3152383	3153702	+	1320	1848
cg3304	NC_006958.1	3154641	3156173	-	1533	758
cg3306	NC_006958.1	3156782	3157234	-	453	14033
cg3307	NC_006958.1	3157291	3157968	-	678	18811
cg3308	NC_006958.1	3158005	3158301	-	297	14158
cg3311	NC_006958.1	3158652	3158843	-	192	76
cg3312	NC_006958.1	3158840	3160300	-	1461	912
cg3313	NC_006958.1	3160346	3162508	-	2163	4370
cg3314	NC_006958.1	3162600	3162992	-	393	508
cg3315	NC_006958.1	3163184	3163657	+	474	1740
cg3316	NC_006958.1	3163688	3164629	+	942	1719
cg3317	NC_006958.1	3164661	3165158	+	498	911
cg3318	NC_006958.1	3165226	3165549	-	324	1152
cg3319	NC_006958.1	3165570	3166508	-	939	1541
cg3320	NC_006958.1	3166556	3167821	-	1266	333
cg3321	NC_006958.1	3167818	3168510	-	693	136
cg3322	NC_006958.1	3168514	3170352	-	1839	388
cg3323	NC_006958.1	3170719	3171810	+	1092	9598
cg3324	NC_006958.1	3171886	3172431	-	546	1109
cg3325	NC_006958.1	3172506	3173993	-	1488	933
cg3327	NC_006958.1	3174564	3175061	-	498	1558
cg3328	NC_006958.1	3175213	3176022	+	810	321
cg3329	NC_006958.1	3176259	3177410	+	1152	89
cg3330	NC_006958.1	3177472	3178038	+	567	307
cg3331	NC_006958.1	3178035	3178511	-	477	371
cg3332	NC_006958.1	3178526	3179527	-	1002	838
cg3334	NC_006958.1	3180156	3181334	+	1179	129
cg3335	NC_006958.1	3181586	3182764	+	1179	3267
cg3336	NC_006958.1	3183009	3184493	-	1485	431
cg3337	NC_006958.1	3184550	3185143	-	594	141
cg3338	NC_006958.1	3185209	3185820	-	612	138
cg3339	NC_006958.1	3185944	3187242	+	1299	323
cg3340	NC_006958.1	3187239	3188471	-	1233	436
cg3341	NC_006958.1	3188562	3190067	-	1506	565
cg3342	NC_006958.1	3190191	3190523	-	333	520
cg3343	NC_006958.1	3190762	3191085	-	324	8481
cg3344	NC_006958.1	3191301	3191912	+	612	103
cg3345	NC_006958.1	3192085	3193011	+	927	334
cg3346	NC_006958.1	3193083	3195941	-	2859	4435
cg3347	NC_006958.1	3196030	3196461	+	432	160
cg3348	NC_006958.1	3196394	3196759	-	366	164
cg3349	NC_006958.1	3197297	3198022	-	726	365
cg3350	NC_006958.1	3198023	3198862	-	840	493
cg3351	NC_006958.1	3198868	3199995	-	1128	104
cg3352	NC_006958.1	3200215	3200991	-	777	92
cg3353	NC_006958.1	3201056	3202390	+	1335	26
cg3354	NC_006958.1	3202427	3203755	+	1329	42
cg3356	NC_006958.1	3204359	3205597	-	1239	943
cg3357	NC_006958.1	3205904	3206416	+	513	425
cg3358	NC_006958.1	3206555	3206728	-	174	284
cg3359	NC_006958.1	3206711	3208267	+	1557	536
cg3360	NC_006958.1	3208264	3208890	+	627	313
cg3361	NC_006958.1	3208910	3209956	+	1047	530
cg3362	NC_006958.1	3209949	3211373	+	1425	585
cg3363	NC_006958.1	3211390	3212643	+	1254	466
cg3364	NC_006958.1	3212640	3213482	+	843	486
cg3365	NC_006958.1	3213618	3215159	-	1542	1579
cg3366	NC_006958.1	3215184	3215996	-	813	906
cg3367	NC_006958.1	3216153	3217070	+	918	217
cg3368	NC_006958.1	3217067	3218653	+	1587	160
cg3370	NC_006958.1	3219127	3220212	-	1086	195
cg3371	NC_006958.1	3220542	3221516	+	975	724
cg3372	NC_006958.1	3221700	3222476	+	777	890
cg3373	NC_006958.1	3222492	3222830	-	339	456
cg3374	NC_006958.1	3222932	3224053	+	1122	416
cg3375	NC_006958.1	3224066	3224716	+	651	474
cg3376	NC_006958.1	3224771	3224926	-	156	69
cg3377	NC_006958.1	3225048	3225206	-	159	34
cg3378	NC_006958.1	3225438	3225608	-	171	273
cg3380	NC_006958.1	3226036	3226791	+	756	69
cg3381	NC_006958.1	3226868	3227050	+	183	530
cg3382	NC_006958.1	3227129	3228655	-	1527	1024
cg3384	NC_006958.1	3229049	3229606	-	558	336
cg3385	NC_006958.1	3229776	3230681	-	906	166
cg3386	NC_006958.1	3230708	3231799	-	1092	182
cg3387	NC_006958.1	3231866	3233392	-	1527	185
cg3388	NC_006958.1	3233816	3235300	+	1485	455
cg3389	NC_006958.1	3235453	3236532	+	1080	140
cg3390	NC_006958.1	3236545	3237426	+	882	38
cg3391	NC_006958.1	3237450	3238457	+	1008	48
cg3392	NC_006958.1	3238492	3239577	+	1086	120
cg3393	NC_006958.1	3240019	3244404	+	4386	406
cg3394	NC_006958.1	3244772	3245788	+	1017	175
cg3395	NC_006958.1	3245868	3247382	-	1515	5940
cg3396	NC_006958.1	3247793	3248539	-	747	356
cg3397	NC_006958.1	3248907	3249878	-	972	117
cg3398	NC_006958.1	3249976	3254907	-	4932	1768
cg3399	NC_006958.1	3254971	3255480	-	510	310
cg3402	NC_006958.1	3256488	3256694	+	207	134
cg3403	NC_006958.1	3256778	3257548	-	771	37
cg3404	NC_006958.1	3257704	3258732	-	1029	1184
cg3405	NC_006958.1	3258910	3259887	+	978	181
cg3407	NC_006958.1	3259930	3260316	+	387	196
